code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
12014,villain,CM,Darth Vader's Tie Advanced,NA,support,NA,NA,3,NA,3ID,2Dr,2Dc,Sp,Sp,-,blue,"[special] - Deal 2 damage to a character. You may place 1 damage on a <i>vehicle</i>. Then, if Darth Vader is piloting this support, you may discard a <i>vehicle</i> that has 2 or more damage.",2,NA,TRUE,FALSE,Mark Molnar,TRUE,14,R,53513,vehicle,NA,NA,NA
12015,villain,CM,Ancient Sith Armor,NA,upgrade,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"Redeploy.
Before attached character takes damage, you may exhaust this upgrade to block 1 damage.
After you play an <i>ability</i> on attached character, you may ready this upgrade.",2,NA,FALSE,FALSE,Martin de Diego Sadaba,FALSE,15,U,53514,equipment,NA,NA,NA
12016,villain,CM,Death Field,NA,upgrade,NA,NA,5,NA,2ID,3ID,3ID,4ID1,2Dc,Sp,blue,"Blue character only.
<b>Action</b> - Exhaust this upgrade to roll this die into your pool.
[special] - Deal 2 damage to each of an opponent's characters.",2,NA,TRUE,FALSE,Alexander Chelyshev,FALSE,16,L,53515,ability,NA,NA,NA
12017,villain,CM,Pong Krell's Lightsaber,NA,upgrade,NA,NA,3,NA,2MD,+2MD,1Sh,1R,Sp1,-,blue,"<b>Power Action</b> - Spot Pong Krell or spend 1 resource to roll a set-aside copy of this die ([CM]17) into your pool. Set that die aside after it is resolved or removed.
[special] - Deal 2 damage to up to 2 characters.",2,NA,TRUE,FALSE,Alexandr Elichev,TRUE,17,R,53516,weapon,NA,NA,NA
12018,villain,CM,Sith Lord,NA,upgrade,NA,NA,4,NA,3RD,3MD,3ID,2F,2Sh,Sp,blue,"<i>Sith</i> character only.
[special] - Reroll this die instead of removing it. You may exhaust this upgrade to use a special ability ([special]) on attached character or on a blue <i>ability</i> on attached character.",2,NA,TRUE,FALSE,Andreas Zafiratos,TRUE,18,L,53517,title,NA,NA,NA
12019,villain,CM,Vibro-Arbir Blades,NA,upgrade,NA,NA,2,NA,1MD,2MD,+2MD,1Sh,1Sh,-,blue,"Elite character only.
After you play this card from your hand, you may play a set-aside copy of it ([CM]19) <em>(paying its cost.)</em>.",2,A pair of blades could be combined to form a double-bladed sword.,TRUE,FALSE,Tiziano Baracchi,FALSE,19,R,53518,weapon,NA,NA,NA
12020,villain,CM,Commander Pyre,Harsh Negotiator,character,11/14,11/14,NA,11,1RD,2RD,2RD1,1F,1R,-,red,"After you claim or take control of the battlefield, you may deal 1 indirect damage ([indirect]) to an opponent.",1,"""You will come with us, or be destroyed.""",TRUE,FALSE,David Auden Nash,TRUE,20,R,53519,leader,trooper,NA,NA
12021,villain,CM,Director Krennic,Death Star Mastermind,character,10/13,10/13,NA,10,2F,1Dc,2Dc,1R,1R,-,red,"The point value of your <i>Death Star</i> plot is decreased by 1.
After you activate this character, you may turn one of your dice to a side showing a value of 1.",1,"""I will not fail.""",TRUE,FALSE,Ryan Valle,TRUE,21,L,53520,leader,NA,NA,NA
12022,villain,CM,Elrik Vonreg,Major Baron,character,13/16,13/16,NA,12,1RD,2RD,3RD1,1Dr,1R,-,red,"Piloting.
While one or more of this character's character dice are in your pool, its piloted <i>vehicle's</i> support and upgrade dice cannot be removed by opponent's effects.",1,NA,TRUE,FALSE,David Auden Nash,TRUE,22,R,53521,pilot,NA,NA,NA
12023,villain,CM,Imperial Death Trooper,NA,character,8/11,8/11,NA,9,1RD,2RD1,+2RD,1R,+1R,-,red,"While you control Director Krennic, this character has <i>Guardian</i>.
<b>Power Action</b> - Turn this die to a side showing the same symbol and value as another one of your dice.",4,Skilled as elite commandos and bodyguards.,TRUE,FALSE,Alex Kim,FALSE,23,R,53522,trooper,NA,NA,NA
12024,villain,CM,Imperial Pilot,NA,character,6,6,NA,7,NA,NA,NA,NA,NA,NA,red,"Piloting.
<b>Power Action</b> - If this character is piloting a Red <i>vehicle</i>, turn its support die to any side.",5,NA,FALSE,FALSE,Mark Molnar,FALSE,24,U,53523,pilot,NA,NA,NA
12025,villain,CM,Cruel Methods,NA,downgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"After you claim or take control of the battlefield, you may deal 1 damage to attached character.",2,"""You have a lovely voice, General Syndulla."" <cite>Arindha Pryce</cite>",FALSE,FALSE,Javier Charro Martinez,FALSE,25,C,53524,NA,NA,NA,NA
12026,villain,CM,Call to Action,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,Spot a character that is 15 or fewer points to roll all of its character dice into your pool.,2,"""Do it."" <cite>Orson Krennic</cite>",FALSE,FALSE,Mark Molnar,FALSE,26,C,53525,NA,NA,NA,NA
12027,villain,CM,Face the Enemy,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Spot an exhausted character to force an opponent to draw 2 cards. Then look at that opponent's hand and place up to 2 cards from it on top of their deck in any order.,2,NA,FALSE,FALSE,Chris Bjors,FALSE,27,U,53526,NA,NA,NA,NA
12028,villain,CM,I'll Handle This Myself,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Turn one of your character dice to any side. If you control exactly one character, you may resolve that die.",2,NA,FALSE,FALSE,Jinsung Lim,FALSE,28,C,53527,NA,NA,NA,NA
12029,villain,CM,Taking Charge,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Ambush.
If you control the battlefield, remove a die. If you do not control the battlefield, take control of it and you may reroll a die.",2,NA,FALSE,FALSE,Robert Laskey,FALSE,29,C,53528,NA,NA,NA,NA
12030,villain,CM,Construct The Death Star,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,red,"<b>Action</b> - Remove 2 of your dice each showing a resource ([resource]) to place 2 resources on this plot. Then, if 15 or more resources are on this plot, you win the game.",1,NA,FALSE,FALSE,Emilio Rodriguez,FALSE,30,U,53529,death-star,mission,NA,NA
12031,villain,CM,Elrik Vonreg's TIE Interceptor,NA,support,NA,NA,3,NA,2RD,+3RD,2ID,3Dr,1R,-,red,"<b>Action</b> - If Elrik Vonreg is piloting this support, remove this die to discard an opponent's <i>vehicle</i> from play that costs equal to or less than the value showing on this die.",2,"""We can't even touch him!"" <cite>Mia Gabon</cite>",TRUE,FALSE,Mariusz Gandzel,TRUE,31,R,53530,vehicle,NA,NA,NA
12032,villain,CM,"The ""Duchess""",NA,support,NA,NA,4,NA,3RD,4RD1,2Dc,Sp,Sp,-,red,[special] - Deal 2 damage to each of your opponents' characters. Then deal 1 additional damage to each of those characters that are a <i>trooper</i>.,2,"""You named your weapon after my sister?"" <cite>Bo-Katan Kryze</cite>",TRUE,FALSE,Martin de Diego Sadaba,TRUE,32,L,53531,artillery,NA,NA,NA
12033,villain,CM,Tie Bomber,NA,support,NA,NA,3,NA,2Dr,2Dr,Sp,Sp,-,-,red,"This support enters play with 3 resources on it.
[special] - Remove 1 resource from this support to deal 4 indirect damage ([indirect]) to an opponent. You may return this support to your hand.",2,NA,TRUE,FALSE,Mark Molnar,FALSE,33,R,53532,vehicle,NA,NA,NA
12034,villain,CM,Viper Probe Droid,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"After a die rolls damage ([ranged], [melee], or [indirect]), you may spot a Red character and spend 1 resource to remove that die. Then discard this support.",2,NA,FALSE,FALSE,Mark Molnar,FALSE,34,U,53533,droid,NA,NA,NA
12035,villain,CM,Commander Pyre's Blaster,NA,upgrade,NA,NA,2,NA,+2RD,+2RD,+3RD,1Dr,1R,-,red,"After you play this upgrade on Commander Pyre, you may take control of the battlefield.",2,NA,TRUE,FALSE,Martin de Diego Sadaba,TRUE,35,R,53534,weapon,NA,NA,NA
12036,villain,CM,Director,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"<i>Leader</i> character only.
After you resolve or remove one of your Red dice showing a resource ([resource]), you may exhaust this upgrade to roll that die into your pool.",2,"""Oh, it's beautiful."" <cite>Orson Krennic</cite>",FALSE,FALSE,Jake Murray,TRUE,36,U,53535,title,NA,NA,NA
12037,villain,CM,E-11D Blaster Rifle,NA,upgrade,NA,NA,3,NA,1RD,2RD,+3RD,1Dr,1Dc,-,red,"While this upgrade is on an elite character, it has Redeploy.
After you play this upgrade on a non-unique character, you may gain 1 resource.",2,NA,TRUE,FALSE,Mark Molnar,FALSE,37,R,53536,weapon,NA,NA,NA
12038,villain,CM,Boba Fett,Infamous And Ruthless,character,11/14,11/14,NA,11,1RD,2RD,2MD,1Dr,1R,-,yellow,"After an opponent's character is defeated, for each <i>bounty</i> on it, you may roll one of this character's character or upgrade dice into your pool.",1,"""He's no good to me dead.""",TRUE,FALSE,JB Casacop,TRUE,38,L,53537,bounty-hunter,NA,NA,NA
12039,villain,CM,Kragan Gorr,Pirate Captain,character,13/16,13/16,NA,11,2RD,3RD1,3ID,1Dr,1R,-,yellow,"After you activate this character, you may activate one of your <i>pirates</i>. If an opponent has an exhausted character and no dice showing damage, you may take 1 resource from them.",1,"""Tonight, we get paid.""",TRUE,FALSE,Alvaro Calvo Escudero,TRUE,39,R,53538,leader,pirate,scoundrel,NA
12040,villain,CM,Pyke Sentinel,NA,character,6,6,NA,7,NA,NA,NA,NA,NA,NA,yellow,Guardian.,5,"Their job conditions are so toxic that sentinels must wear sealed, radiation-proof suits.",FALSE,FALSE,Paulo Puggioni,FALSE,40,U,53539,guard,scoundrel,NA,NA
12041,villain,CM,Synara San,Opportunistic Infiltrator,character,12/14,12/14,NA,10,2RD,2ID,1Dr,1Dc,1R,-,yellow,"After you activate this character, if an opponent has an exhausted character and no dice showing damage, you may force them to choose and discard a card from their hand.",1,"""Let's trash this place!""",TRUE,FALSE,David Auden Nash,TRUE,41,R,53600,pirate,scoundrel,NA,NA
12042,villain,CM,Trandoshan Hunter,NA,character,9/11,9/11,NA,8,1RD,2RD,3RD1,1Dr,1Dc,-,yellow,<b>Power Action</b> - Spot a downgrade to turn one of your <i>bounty hunter</i> dice to a side showing damage.,3,Their predatory origins made Trandoshans gifted hunters.,TRUE,FALSE,Lukasz Jaskolski,FALSE,42,R,53601,bounty-hunter,NA,NA,NA
12043,villain,CM,Forced Labor,NA,downgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"After attached character is defeated, you may roll one of its character dice into its owner's pool. Then either resolve that die for free as if it were in your pool or remove it.",2,NA,FALSE,FALSE,Joshua Cairos,FALSE,43,C,53602,bounty,NA,NA,NA
12044,villain,CM,Pestering,NA,downgrade,NA,NA,1,NA,1ID,1Dr,1Dc,1R,-,-,yellow,"After this die is rerolled, you may reroll one of attached character's character dice.",2,"""Help me."" <cite>Yonak</cite>",TRUE,FALSE,Alvaro Calvo Escudero,FALSE,44,R,53603,NA,NA,NA,NA
12045,villain,CM,Change of Fortune,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,Choose a symbol. Then reroll any number of an opponent's dice. Remove each of those dice that just rolled the chosen symbol.,2,"""They blow you up today, you wll blow them up tomorrow. It's j-just business."" <cite>DJ</cite>",FALSE,FALSE,Chris Bjors,FALSE,45,C,53604,NA,NA,NA,NA
12046,villain,CM,Opportune Strike,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"If each of your opponents has an exhausted character and no dice showing damage ([ranged], [melee], [indirect]), deal 2 indirect damage ([indirect]) to each of them.",2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,46,C,53605,NA,NA,NA,NA
12047,villain,CM,Plunder,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you do not control the battlefield.
Spot any number of <i>pirates</i> to take that many resources from an opponent.",2,"""I smell profit! Nice, juicy, fat, warm profits."" <cite>Hondo Ohnaka</cite>",FALSE,FALSE,Rafal Hrynkiewicz,FALSE,47,U,53606,NA,NA,NA,NA
12048,villain,CM,Warning Shot,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Choose and opponent's die and remove it unless they give you one resource.,2,NA,FALSE,FALSE,Jorge Gonzalez,FALSE,48,C,53607,NA,NA,NA,NA
12049,villain,CM,Pirate Ship,NA,support,NA,NA,4,NA,2RD,+2RD,3ID1,2Dr,1Sh,-,yellow,"After you activate this support, you may remove a die showing damage. You may activate one of your <i>pirates</i>.",2,"""You heard Kragan. Attack!"" <cite>Skreek</cite>",TRUE,FALSE,Emilio Rodriguez,FALSE,49,R,53608,vehicle,NA,NA,NA
12050,villain,CM,Slave I,NA,support,NA,NA,3,NA,2RD,2RD,2ID,1Dr,1R,-,yellow,"Your Boba Fett and Jango Fett each have Piloting.
After this support becomes piloted by a <i>bounty-hunter</i>, you may deal 1 damage to a character.",2,NA,TRUE,FALSE,Mariusz Gandzel,TRUE,50,L,53609,vehicle,NA,NA,NA
12051,villain,CM,Boba Fett's Wrist Laser,NA,upgrade,NA,NA,1,NA,1RD,1RD,+2RD,+2RD,1Dr,-,yellow,"After you play this upgrade on Boba Fett, you may gain 1 action.
After you resolve this die, discard this upgrade from play unless you discard a card from your hand.",2,NA,TRUE,FALSE,Tiziano Baracchi,TRUE,51,R,53610,equipment,NA,NA,NA
12052,villain,CM,Pyke Blaster,NA,upgrade,NA,NA,1,NA,1RD,1RD,2RD1,1Sh,-,-,yellow,"While this upgrade is on a character that has Guardian, it has Redeploy.",2,The Pyke Syndicate favored BlasTech A-300 blaster rifles for their guards.,TRUE,FALSE,Paolo Puggioni,FALSE,52,R,53611,weapon,NA,NA,NA
12053,hero,CM,Anakin Skywalker,Dedicated Mentor,character,15/19,13/17,NA,13,1MD,2MD,4MD1,1Sh,1R,-,blue,"After you activate this character, you may discard a card from your hand to move 1 shield from a character to another character. Then draw a card if you moved that shield to an <i>apprentice</i>.",1,"""There's no time for caution.""",TRUE,FALSE,Ryan Valle,TRUE,53,L,53612,jedi,leader,NA,NA
12054,hero,CM,Jedi Knight,NA,character,12/15,12/15,NA,10,2MD,3MD1,1Sh,1R,Sp,-,blue,"After setup, you may give this character 2 shields.
[special] - Give a character 1 shield. Then deal 1 damage to a character, or 2 damage instead if this character has 3 or more shields.",2,NA,TRUE,FALSE,Tiziano Baracchi,FALSE,54,R,53613,jedi,NA,NA,NA
12055,hero,CM,Kanan Jarrus,Jedi Exile,character,9/12,9/12,NA,9,1MD,2MD,1Dc,1Sh,1R,-,blue,"This character's point value is decreased by 1 if your team has another <i>Spectre</i>.
After you activate this character, you may choose a symbol and a die. Then an opponent turns that die to a side not showing the chosen symbol.",1,NA,TRUE,FALSE,Borja Pindado,TRUE,55,R,53614,jedi,spectre,NA,NA
12056,hero,CM,Luke Skywalker,Red Five,character,11/14,11/14,NA,10,1RD,2RD,2RD1,+2RD,1R,-,blue,"Piloting.
The point value of your <i>Death Star</i> plot is decreased by 1.
Before you resolve a support die of a <i>vehicle</i> piloted by this character, you may increase its value by 1.",1,NA,TRUE,FALSE,Romana Kendelic,TRUE,56,R,53615,apprentice,pilot,NA,NA
12057,hero,CM,Forestall,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Turn up to 2 of your dice to sides showing a shield ([shield]).,2,"""I won't leave you. Not this time."" <cite>Ahsoka Tano</cite>",FALSE,FALSE,Martin de Diego Sadaba,FALSE,57,C,53616,NA,NA,NA,NA
12058,hero,CM,Fresh Start,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Remove a character die. Then discard cards from the top of a deck equal to the value showing on that die.,2,"""I have to tell you something... I hate your hair."" <cite>Hera Syndulla</cite>",FALSE,FALSE,Javier Charro Martinez,FALSE,58,C,53617,NA,NA,NA,NA
12059,hero,CM,Luminous Beings Are We,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Roll all of your defeated <i>Jedi</i> character dice into your pool. Set those dice aside after they have been resolved or removed.,2,"""Not this crude matter."" <cite>Yoda</cite>",FALSE,FALSE,Sidharth Chaturvedi,FALSE,59,U,53618,NA,NA,NA,NA
12060,hero,CM,Nullify,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Move 1 shield from one of your characters to an opponent's character. Then remove a die.,2,NA,FALSE,FALSE,Andreas Zafiratos,FALSE,60,C,53619,NA,NA,NA,NA
12061,hero,CM,Skillful Deterrence,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,"For each elite character die in your pool, you may remove a die showing the same symbol as that die.",2,NA,FALSE,FALSE,-,FALSE,61,U,53620,NA,NA,NA,NA
12062,hero,CM,Stand Firm,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Remove any number of your dice showing a shield ([shield]) to remove that many dice.,2,"""Around the survivors, a perimeter creat."" <cite>Yoda</cite>",FALSE,FALSE,Andreas Zafiratos,FALSE,62,C,53621,NA,NA,NA,NA
12063,hero,CM,Trust Your Feelings,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,Reroll up to 2 of your dice. Then you may resolve one of your dice. Then you may use the action on your plot titled Destroy the Death Star for free.,2,NA,FALSE,FALSE,Alexandr Elichev,FALSE,63,C,53622,NA,NA,NA,NA
12064,hero,CM,Valiant Deed,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Remove an upgrade die. Then you may spot a <i>mission</i> plot to roll an <i>apprentice</i> die on one of your characters into your pool.,2,NA,FALSE,FALSE,Paulo Puggioni,FALSE,64,C,53623,NA,NA,NA,NA
12065,hero,CM,Jedi Trials,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,blue,"<b>Action</b> - Spot an <i>apprentice</i> character that has 3 Blue <i>abilities</i>, 3 shields, and its character dice are showing a combined value of 3 or more. Then heal 3 damage from it, ready it, it gains <i>Jedi</i> and it gains 1 die <em>(add a set-aside copy of its character die on it)</em>. Set this plot aside.",1,NA,FALSE,FALSE,Andreas Zafiratos,FALSE,65,U,53624,mission,NA,NA,NA
12066,hero,CM,Luke Skywalker's X-Wing,NA,support,NA,NA,2,NA,1RD,2RD,2RD1,+2RD,1Sh,-,blue,"<b>Power Action</b> - Reroll this die or, if Luke Skywalker is piloting this support, turn this die to any side.",2,NA,TRUE,FALSE,Mark Molnar,TRUE,66,R,53625,vehicle,NA,NA,NA
12067,hero,CM,Anakin Skywalker's Lightsaber,NA,upgrade,NA,NA,3,NA,2MD,2MD,+2MD,2Sh,1R,-,blue,"Redeploy.
Discard this upgrade from play if you control Rey's Lightsaber.
After you play this upgrade, give a character you don't control 1 shield. Then give a character 2 shields.",2,NA,TRUE,FALSE,Tiziano Baracchi,TRUE,67,L,53626,weapon,NA,NA,NA
12068,hero,CM,Kanan Jarrus' Lightsaber,NA,upgrade,NA,NA,3,NA,2MD,3MD1,+3MD,1Sh,+2Sh,-,blue,"After an opponent's die is turned, you may turn this die to any side. Then, if this upgrade is on Kanan Jarrus, you may exhaust it to turn one of his character dice to any side.",2,NA,TRUE,FALSE,JB Casacop,TRUE,68,R,53627,weapon,NA,NA,NA
12069,hero,CM,Padawan Braid,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Blue character only.
Attached character gains <i>apprentice</i> and has +1 upgrade limit.",2,NA,FALSE,FALSE,Joel Hustak,FALSE,69,C,53628,NA,NA,NA,NA
12070,hero,CM,Hera Syndulla,Seasoned Captain,character,9/12,9/12,NA,9,1RD,2RD,1F,1F,1R,-,red,"Piloting.
After this character begins piloting a <i>vehicle</i>, you may spend 2 resources to ready that <i>vehicle</i>.",1,NA,TRUE,FALSE,Audrey Hotte,TRUE,70,L,53629,leader,pilot,spectre,NA
12071,hero,CM,Kashyyyk Warrior,NA,character,8/11,8/11,NA,10,1MD,1MD,2MD1,1Dr,1R,-,red,"Before you resolve one of this character's character dice showing damage, increase its value by 1 if this character has 6 or more damage.",4,Fierce warriors who were not afraid to shed their blood in order to protect their homeland.,TRUE,FALSE,Alex Kim,FALSE,71,R,53630,wookiee,trooper,NA,NA
12072,hero,CM,Kazuda Xiono,Naive Hotshot,character,8/11,8/11,NA,8,1RD,2RD,1Dr,1Sh,1R,-,red,"Piloting.
After you activate this character, you may spend 1 resource to exhaust a <i>vehicle</i>.",1,"""The best starfighter pilot in the galaxy.",TRUE,FALSE,David Auden Nash,TRUE,72,R,53631,pilot,NA,NA,NA
12073,hero,CM,Poe Dameron,Reckless Aviator,character,14/17,14/17,NA,12,2RD,2RD,2ID,1Dc,1R,-,red,"Piloting.
<b>Power Action</b> - Spot a <i>vehicle</i> that has no damage to place 1 damage on it. Then resolve its support die showing damage, increasing its value by 1, or by 2 instead if this character is piloting it.",1,NA,TRUE,FALSE,Audrey Hotte,TRUE,73,L,53632,pilot,NA,NA,NA
12074,hero,CM,Tarfful,Chieftain of Kachirho,character,11/14,11/14,NA,11,1RD,1MD,2MD,2F,1R,-,red,"Each other <i>Wookiee</i> character you control has +1 health.
Before you resolve one of this character's character dice showing damage, increase its value by 1 if this character has 6 or more damage.",1,NA,TRUE,FALSE,JB Casacop,TRUE,74,R,53633,wookiee,leader,NA,NA
